0	17	34	51	68	85	102	119	136	153	170	187	204	221	238	255	272	289	306	323	340	357	374	391	408	425	442	459	476	493	510	527	544	561	578	595	612	629	646	663	680	697	714	731	748	765	782	799	816	833	
0.974014	0.956196	0.934127	0.891967	0.705959	0.122065	0.000396829	2.60394e-09	1.05756e-19	-1.96713e-27	-1.98216e-26	1.20813e-26	3.03568e-26	2.355e-26	-3.54102e-26	-1.27665e-26	2.70054e-26	-2.77787e-26	-3.54841e-26	2.50843e-26	-2.6004e-26	1.5518e-26	-1.02123e-25	4.91019e-26	-1.65294e-26	2.85093e-26	-2.32462e-27	-9.96041e-27	-1.97737e-26	-9.86399e-27	4.91102e-26	-1.0895e-26	1.73353e-26	-1.03964e-26	1.38103e-26	-1.61958e-26	3.0925e-26	1.58623e-26	-2.6025e-27	1.41204e-27	3.02214e-28	-7.23473e-27	7.91871e-27	1.04689e-26	-7.55793e-27	-8.75788e-27	-2.84092e-28	2.21171e-27	-3.45431e-28	7.36013e-28	
0.97501	0.958068	0.937711	0.90173	0.764253	0.199476	0.00134059	3.01723e-08	1.40377e-17	5.99625e-27	-7.4589e-27	1.72586e-26	3.45725e-26	2.52226e-26	-3.6008e-26	-1.33471e-26	1.40797e-26	-1.67721e-26	-4.59279e-26	2.78397e-26	-4.05319e-26	1.92557e-26	-9.98881e-26	4.64591e-26	-9.66422e-27	2.68983e-26	-5.13283e-27	-6.041e-27	-1.96039e-26	-9.46905e-27	4.47434e-26	-7.20939e-27	1.55464e-26	-9.50824e-27	1.54837e-26	-1.52994e-26	2.86394e-26	1.44516e-26	-4.1205e-27	1.79847e-28	-2.20007e-27	-7.34247e-27	8.1951e-27	9.144e-27	-7.34783e-27	-9.56687e-27	-1.85646e-27	2.90309e-27	-1.67872e-28	7.39696e-28	
0.975921	0.959761	0.940843	0.909569	0.806044	0.292624	0.00388289	2.59845e-07	1.0349e-15	2.39485e-27	-2.9384e-27	1.32777e-26	3.17275e-26	2.91216e-26	-4.3639e-26	-7.49076e-27	1.60006e-26	-1.93138e-26	-4.6827e-26	2.94726e-26	-4.22301e-26	2.24196e-26	-9.6974e-26	5.06642e-26	-4.10194e-27	2.5109e-26	-7.42978e-27	-5.43226e-27	-2.06251e-26	-7.94243e-27	4.63695e-26	-8.4347e-27	1.31553e-26	-1.23978e-26	1.40659e-26	-1.28579e-26	2.58412e-26	1.43841e-26	-3.14501e-27	1.94475e-27	-8.23399e-28	-6.77744e-27	8.23862e-27	7.48871e-27	-6.56011e-27	-9.56388e-27	-2.32023e-27	3.01889e-27	-5.55416e-29	7.39696e-28	
0.97676	0.9613	0.94361	0.916005	0.835985	0.394485	0.00996917	1.77621e-06	4.82283e-14	2.42967e-27	-2.93837e-27	1.32779e-26	3.17284e-26	2.91226e-26	-4.36405e-26	-7.49086e-27	1.6001e-26	-1.93142e-26	-4.68283e-26	2.94734e-26	-4.22308e-26	2.242e-26	-9.69771e-26	5.06655e-26	-4.10216e-27	2.51097e-26	-7.42991e-27	-5.43243e-27	-2.06258e-26	-7.94232e-27	4.63702e-26	-8.43497e-27	1.31556e-26	-1.2398e-26	1.40663e-26	-1.28582e-26	2.58422e-26	1.43851e-26	-3.14487e-27	1.94423e-27	-8.23701e-28	-6.77693e-27	8.23814e-27	7.48777e-27	-6.56024e-27	-9.56385e-27	-2.32031e-27	3.01916e-27	-5.55001e-29	7.397e-28	
0.977534	0.962706	0.946073	0.92138	0.857801	0.497235	0.0231288	1.00622e-05	1.54526e-12	3.77532e-26	-2.94452e-27	1.32748e-26	3.17307e-26	2.91229e-26	-4.36374e-26	-7.4847e-27	1.59954e-26	-1.93128e-26	-4.68327e-26	2.94843e-26	-4.22293e-26	2.24176e-26	-9.69779e-26	5.06665e-26	-4.10237e-27	2.51081e-26	-7.42798e-27	-5.43025e-27	-2.06271e-26	-7.94572e-27	4.63732e-26	-8.43847e-27	1.31544e-26	-1.23981e-26	1.40674e-26	-1.28583e-26	2.58417e-26	1.43831e-26	-3.14284e-27	1.94374e-27	-8.2517e-28	-6.77787e-27	8.23923e-27	7.48818e-27	-6.56025e-27	-9.56412e-27	-2.32036e-27	3.01955e-27	-5.54328e-29	7.39783e-28	
0.978249	0.963992	0.948276	0.925931	0.874078	0.592478	0.0485213	4.79612e-05	3.50892e-11	1.79957e-23	-2.93432e-27	1.32686e-26	3.17358e-26	2.9115e-26	-4.36377e-26	-7.48465e-27	1.59787e-26	-1.93366e-26	-4.68366e-26	2.94858e-26	-4.22309e-26	2.24103e-26	-9.69709e-26	5.06493e-26	-4.10065e-27	2.51102e-26	-7.43381e-27	-5.41735e-27	-2.06268e-26	-7.95211e-27	4.63897e-26	-8.45804e-27	1.31444e-26	-1.24003e-26	1.40624e-26	-1.28567e-26	2.58407e-26	1.43832e-26	-3.14078e-27	1.9402e-27	-8.26229e-28	-6.77807e-27	8.24546e-27	7.48114e-27	-6.56327e-27	-9.56263e-27	-2.31973e-27	3.02036e-27	-5.54269e-29	7.39772e-28	
0.978911	0.965172	0.950257	0.929833	0.886539	0.673052	0.0910933	0.000192	5.64605e-10	4.59652e-21	-2.93064e-27	1.32753e-26	3.17409e-26	2.91253e-26	-4.36479e-26	-7.48211e-27	1.59896e-26	-1.93416e-26	-4.6845e-26	2.949e-26	-4.22341e-26	2.24045e-26	-9.69718e-26	5.0647e-26	-4.09592e-27	2.51067e-26	-7.42974e-27	-5.42223e-27	-2.06298e-26	-7.95097e-27	4.63932e-26	-8.46099e-27	1.3141e-26	-1.24006e-26	1.40623e-26	-1.28574e-26	2.58423e-26	1.43811e-26	-3.13879e-27	1.93756e-27	-8.25391e-28	-6.77892e-27	8.24699e-27	7.48082e-27	-6.56281e-27	-9.56247e-27	-2.32e-27	3.02056e-27	-5.63647e-29	7.40144e-28	
0.979524	0.966259	0.952051	0.933223	0.896335	0.735958	0.152495	0.00064866	6.528e-09	6.07959e-19	-2.93098e-27	1.32744e-26	3.17421e-26	2.91266e-26	-4.36493e-26	-7.48161e-27	1.59891e-26	-1.93424e-26	-4.68469e-26	2.94912e-26	-4.22357e-26	2.24053e-26	-9.69752e-26	5.06477e-26	-4.09519e-27	2.51083e-26	-7.43058e-27	-5.4218e-27	-2.06306e-26	-7.95078e-27	4.63934e-26	-8.46093e-27	1.31402e-26	-1.24003e-26	1.40626e-26	-1.28576e-26	2.58427e-26	1.43812e-26	-3.13861e-27	1.93844e-27	-8.25453e-28	-6.77911e-27	8.24699e-27	7.48074e-27	-6.5629e-27	-9.56279e-27	-2.32002e-27	3.02053e-27	-5.64913e-29	7.40304e-28	
0.980097	0.967266	0.953687	0.936204	0.90423	0.782705	0.230238	0.0018889	5.66367e-08	4.54984e-17	3.75241e-27	2.86142e-27	3.73072e-26	2.97095e-26	-4.36493e-26	-1.2036e-26	1.86181e-26	-7.48279e-27	-5.28494e-26	2.32558e-26	-5.7429e-26	9.91146e-27	-8.28806e-26	5.164e-26	-5.84737e-27	3.77788e-26	2.06715e-27	-1.10256e-26	-1.85651e-26	-1.15302e-26	5.02118e-26	-1.51837e-26	9.32401e-27	-9.64259e-27	1.36458e-26	-1.67458e-26	2.96566e-26	1.3385e-26	-5.37473e-27	5.18569e-27	2.32395e-27	-3.83198e-27	3.69857e-27	1.0843e-26	-8.1411e-27	-1.07289e-26	-4.64168e-28	4.58517e-27	-2.95215e-28	4.44787e-28	
0.980634	0.968204	0.95519	0.938855	0.910732	0.816882	0.319464	0.00487628	3.89423e-07	2.14772e-15	7.32402e-27	4.94932e-27	2.78677e-26	2.60106e-26	-3.90377e-26	-7.55976e-27	2.08336e-26	-9.39218e-27	-5.58628e-26	2.85378e-26	-5.52211e-26	1.39949e-26	-8.09977e-26	4.81845e-26	5.73198e-28	4.12531e-26	1.66493e-27	-9.86043e-27	-2.0095e-26	-1.20605e-26	5.24313e-26	-1.09944e-26	5.98909e-27	-1.28109e-26	1.2319e-26	-1.45195e-26	2.90021e-26	1.42407e-26	-5.6909e-27	4.27166e-27	3.48391e-27	-1.76127e-27	4.1411e-27	1.03153e-26	-8.11579e-27	-1.06379e-26	-3.28872e-28	4.85618e-27	-4.55313e-28	4.43175e-28	
0.981138	0.96908	0.956577	0.941233	0.916182	0.842019	0.414479	0.0114279	2.22498e-06	7.01613e-14	7.39133e-27	4.94951e-27	2.78686e-26	2.60108e-26	-3.90404e-26	-7.55845e-27	2.08337e-26	-9.39226e-27	-5.58633e-26	2.85386e-26	-5.5223e-26	1.39952e-26	-8.0999e-26	4.8185e-26	5.73084e-28	4.1254e-26	1.66473e-27	-9.86054e-27	-2.00952e-26	-1.20606e-26	5.24325e-26	-1.09951e-26	5.98924e-27	-1.28108e-26	1.2319e-26	-1.45192e-26	2.90021e-26	1.42413e-26	-5.69104e-27	4.27164e-27	3.48412e-27	-1.7617e-27	4.14131e-27	1.03149e-26	-8.11526e-27	-1.06378e-26	-3.29171e-28	4.85605e-27	-4.5547e-28	4.43368e-28	
